marque,prix_neuf,modele,annee,gamme,poids,fiche_technique,photo_url,annonce_url
Scott,499,Aspect 960,2021,XC Hardtail,0,"Garantie : Cadre : Aspect 900-700 series / Alloy 6061 Custom Tubing#BSA73 / Internal Cable Routing / replaceable hangerPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : Suntour XCE28#100mm travelDébattement AV : /Poids constructeur : 0.00Potence : TDS-C301-8FOV / 10° / 31.8 / BlackGuidon : HL MTB-AL-312BT / 720mm / black / 12mm rise#Sncros Pro GripSelle : Syncros 3.0Tige de selle : HL SP C207#31.6mm / 350mm / BlackFreins : Tektro HDM275 Hydr. DiscMoyeux : /Jantes : Syncros X-20 Disc#32H / blackCassette : /Pneus d’origine : /Dérailleur AV : Shimano FD-M315-TS / 31.8mmDérailleur AR : Shimano Tourney RD-TX800#16 SpeedCommandes : Shimano SL-M315#R-fire plus / 2 way
release#w/gear indicatorPédalier : Prowheel TM-CY01#36X22 w/CGTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_960_dark_grey__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-960
Scott,499,Aspect 960,2020,XC Hardtail,"14,80","Garantie : /Cadre : Aspect 900-700 series / Alloy 6061 Custom Tubing#BSA73 / Internal Cable Routing / replaceable hangerPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : Suntour XCE28#100mm travelDébattement AV : /Poids constructeur : 14.80Potence : TDS-C302-8FOV / 10° / 31.8 / BlackGuidon : HL MTB-AL-312BT / 720mm / black / 12mm riseSelle : Syncros 3.0Tige de selle : HL SP C212#31.6mm / 350mm / BlackFreins : Tektro HDM275 / Hydr. Disc#160F/160R rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Kenda Booster#2.4"" / 30TPIDérailleur AV : Shimano FD-TY700-TS6 / 31.8mmDérailleur AR : Shimano Tourney RD-TX800#24 SpeedCommandes : Shimano SL-M315-8R#R-fire plus / 2 way release#w/gear indicatorPédalier : Shimano FC-TY501#42x34x24 w/CGTailles dispo. : XS, S, M, L, XL, XXLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_960_black_orange__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-960
Scott,459,Aspect 970,2021,XC Hardtail,0,"Garantie : Cadre : Aspect 900-700 series / Alloy 6061 Custom Tubing#BSA73 / Internal Cable Routing / replaceable hangerPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : Suntour XCE28#100mm travelDébattement AV : /Poids constructeur : 0.00Potence : TDS-C301-8FOV / 10° / 31.8 / BlackGuidon : HL MTB-AL-312BT / 720mm / black / 12mm rise#Sncros Pro GripSelle : Syncros 3.0Tige de selle : HL SP C207#31.6mm / 350mm / BlackFreins : Tektro SCM-02 Mech. DiscMoyeux : /Jantes : Syncros X-20 Disc#32H / blackCassette : /Pneus d’origine : /Dérailleur AV : Shimano FD-TY300 / 31.8mmDérailleur AR : Shimano Tourney RD-TY300#21 SpeedCommandes : Shimano ST-EF-41-L / 7R#EZ-fire plus
w/gear indicatorPédalier : Prowheel TA-CQ01#42x34x24 w/CGTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_970_yellow__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-970
Scott,449,Aspect 970,2020,XC Hardtail,"14,95","Garantie : /Cadre : Aspect 900-700 series / Alloy 6061 Custom Tubing#BSA73 / Internal Cable Routing / replaceable hangerPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : Suntour XCE28#100mm travelDébattement AV : /Poids constructeur : 14.95Potence : TDS-C302-8FOV / 10° / 31.8 / BlackGuidon : HL MTB-AL-312BT / 720mm / black / 12mm riseSelle : Syncros 3.0Tige de selle : HL SP C212#31.6mm / 350mm / BlackFreins : Tektro SCM-02 mech. Disc#160F/160R rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Kenda Booster#2.4"" / 30TPIDérailleur AV : Shimano FD-TY500-TS6 / 31.8mmDérailleur AR : Shimano Tourney RD-TY300#21 SpeedCommandes : Shimano ST-EF 41 L / 7R#EZ-fire plus w/gear indicatorPédalier : Shimano FC-TY301#42x34x24 w/CGTailles dispo. : XS, S, M, L, XL, XXLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_970_dk_grey_yellow__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-970
Scott,399,Aspect 980,2020,XC Hardtail,14,"Garantie : /Cadre : Aspect 900-700 series / Alloy 6061 Custom Tubing#BSA73 / Internal Cable Routing / replaceable hangerPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : HL Zoom 565 VB#100mm travelDébattement AV : /Poids constructeur : 14.00Potence : TDS-C302-8FOV / 10° / 31.8 / BlackGuidon : HL MTB-AL-312BT / 720mm / black / 12mm riseSelle : Syncros 3.0Tige de selle : HL SP C212#31.6mm / 350mm / BlackFreins : Promax TX-117L#V-brakeMoyeux : /Jantes : /Cassette : /Pneus d’origine : Kenda Booster#2.4"" / 30TPIDérailleur AV : Shimano FD-TY500-TS6 / 31.8mmDérailleur AR : Shimano Tourney RD-TY300#21 SpeedCommandes : Shimano ST-EF 41 L / 7R#EZ-fire plus w/gear indicatorPédalier : Shimano FC-TY301#42x34x24 w/CGTailles dispo. : XS, S, M, L, XL, XXLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_980__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-980
Scott,3499,Aspect eRide 910,2021,Assistance électrique,0,"Garantie : Cadre : Alloy frame#Tapered Headtube E2#Custom butted tubing / internal cable routing#Bosch Gen4 / Integr. removable Battery / Boost
148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : SR Suntour XCR34 Air #15x110mm QR axle / Tapered Steerer#Remote
Lockout / 120mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cap / 31.8mm / 1 1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° / 740mm#Syncros
Comfort lock-on gripsSelle : Syncros ER2.0Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT420 4 PistonMoyeux : /Jantes : Syncros MD30 / 32H / 30mm / Pin Joint#Tubeless readyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-745 / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_eride_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-eride-910
Scott,3499,Aspect eRide 910,2020,Assistance électrique,"22,60","Garantie : /Cadre : Alloy frame#Tapered Headtube E2#custom butted tubing / internal cable routing#Bosch Gen4 / integr. DT Battery / Boost 148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : RockShox Judy Silver RL Solo Air#15x110mm QR axle / Tapered Steerer / Reb. Adj.#Remote Lockout / 120mm travelDébattement AV : /Poids constructeur : 22.60Potence : Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cap / 31.8mm / 1 1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° / 740mm#Syncros Comfort lock-on gripsSelle : Syncros ER2.0Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 Disc#180mm CL rotor F&R#F: SM-RT30 / R: RT-EM300Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front&Rear: Kenda Booster 29x2.6"" / 30TPIDérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-745 / 165mm / 34TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_eride_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-eride-910
Scott,3199,Aspect eRide 920,2021,Assistance électrique,0,"Garantie : Cadre : Alloy frame#Tapered Headtube E2#Custom butted tubing / internal cable routing#Bosch Gen4 /  Integr. removable Battery / Boost
148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil #15x110mm QR axle / Tapered Steerer#Remote
Lockout / 120mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on
gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 DiscMoyeux : /Jantes : Syncros MD30 / 32H / 30mm / Pin Joint#Tubeless readyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-220 / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_eride_920_black__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-eride-920
Scott,3199,Aspect eRide 920,2020,Assistance électrique,"22,20","Garantie : /Cadre : Alloy frame#Tapered Headtube E2#custom butted tubing / internal cable routing#Bosch Gen4 / integr. DT Battery / Boost 148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : RockShox Judy Silver RL Solo Air#15x110mm QR axle / Tapered Steerer / Reb. Adj.#Remote Lockout / 120mm travelDébattement AV : /Poids constructeur : 22.20Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 Disc#180mm CL rotor F&R#F: SM-RT30 / R: RT-EM300Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front&Rear: Kenda Booster 29x2.6"" / 30TPIDérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-220 / 165mm / 34TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_eride_920__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-eride-920
Scott,2999,Aspect eRide 930,2020,Assistance électrique,"22,70","Garantie : /Cadre : Alloy frame#Tapered Headtube E2#custom butted tubing / internal cable routing#Bosch Gen3 / integr. DT Battery / Boost 148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : RockShox Judy Silver RL Solo Air#15x110mm QR axle / Tapered Steerer / Reb. Adj.#Remote Lockout / 120mm travelDébattement AV : /Poids constructeur : 22.70Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 Disc#180mm CL rotor F&R#F: SM-RT30 / R: RT-EM300Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front&Rear: Kenda Booster 29x2.6"" / 30TPIDérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-200 / 165mm / 34TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_eride_930__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-eride-930
Scott,2999,Aspect eRide 930,2021,Assistance électrique,0,"Garantie : Cadre : Alloy frame#Tapered Headtube E2#Custom butted tubing / internal cable routing#Bosch Gen3 /  Integr. removable Battery / Boost
148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil #15x110mm QR axle / Tapered Steerer#Remote
Lockout / 120mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on
gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 DiscMoyeux : /Jantes : Syncros X18 / 32H / 30mm / Pin JointCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : Shimano Deore / 10 SpeedCommandes : Shimano SL-M4100Pédalier : FSA CK-200 / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_eride_930__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-eride-930
Scott,2999,Aspect eRide 940,2020,Assistance électrique,"24,30","Garantie : /Cadre : Alloy frame#Tapered Headtube E2#custom butted tubing / internal cable routing#Bosch Gen3 / integr. DT Battery / Boost 148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil#15x110mm QR axle / Tapered Steerer#Remote Lockout / 120mm travelDébattement AV : /Poids constructeur : 24.30Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 Disc#180mm CL rotor F&R#F: SM-RT30 / R: RT-EM300Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front&Rear: Kenda Booster 29x2.6"" / 30TPIDérailleur AV : /Dérailleur AR : Shimano RD-M592 / 9 SpeedCommandes : Shimano SL-M2000Pédalier : FSA CK-200 / 165mm / 32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_eride_940__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-eride-940
Scott,2799,Aspect eRide 940,2021,Assistance électrique,0,"Garantie : Cadre : Alloy frame#Tapered Headtube E2#Custom butted tubing / internal cable routing#Bosch Gen3 /  Integr. removable Battery / Boost
148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil #15x110mm QR axle / Tapered Steerer#Remote
Lockout / 120mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on
gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 DiscMoyeux : /Jantes : Syncros X18 / 32H / 30mm / Pin JointCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : Shimano Deore / 10 SpeedCommandes : Shimano SL-M4100Pédalier : FSA CK-200 / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_eride_940__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-eride-940
Scott,2699,Aspect eRide 950,2020,Assistance électrique,"23,90","Garantie : /Cadre : Alloy frame#Tapered Headtube E2#custom butted tubing / internal cable routing#Bosch Gen3 / integr. DT Battery / Boost 148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : NCAmortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil#15x110mm QR axle / Tapered Steerer#Remote Lockout / 120mm travelDébattement AV : /Poids constructeur : 23.90Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 Disc#180mm CL rotor F&R#F: SM-RT30 / R: RT-EM300Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front&Rear: Kenda Booster 29x2.6"" / 30TPIDérailleur AV : /Dérailleur AR : Shimano RD-M592 / 9 SpeedCommandes : Shimano SL-M2000Pédalier : FSA CK-200 / 165mm / 32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_aspect_eride_950__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-aspect-eride-950
Scott,2599,Aspect eRide 950,2021,Assistance électrique,0,"Garantie : Cadre : Alloy frame#Tapered Headtube E2#Custom butted tubing / internal cable routing#Bosch Gen3 /  Integr. removable Battery / Boost
148x12mm#DO Kickstand mount / Range Booster ReadyPoids cadre : 0.00Amortisseur : /Débattement AR. : /Fourche : SR Suntour XCM34 Coil #15x110mm QR axle / Tapered Steerer#Remote
Lockout / 120mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros 3.0 / 7° / BlackGuidon : Syncros 3.0 720mm / 31.8mm / 9° / 12mm rise#Syncros Comfort lock-on
gripsSelle : Syncros ER2.5Tige de selle : Syncros 3.0 / 31.6mmFreins : Shimano BR-MT200 DiscMoyeux : /Jantes : Syncros X18 / 32H / 30mm / Pin JointCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : Shimano RD-M3100 / 9 SpeedCommandes : Shimano SL-M2000Pédalier : FSA CK-200 / 165mmTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_aspect_eride_950__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-aspect-eride-950
